scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513177	gene13614	AT5G35535.1_Symbols:__transposable_element_gene_chr5:13713460-	 13719312_FORWARD_LENGTH=5853	0.253731343283582	67	2	2064	2264	1	
scf0513177	gene13614	AT5G28545.1_Symbols:__transposable_element_gene_chr5:10547746-	 10553612_REVERSE_LENGTH=5867	0.278481012658228	79	1	2078	2314	1	
scf0513177	gene13614	AT5G20480.1_Symbols:_EFR_EF-TU_receptor_chr5:6922480-	 6925887_FORWARD_LENGTH=3321	0.327272727272727	55	1	2703	2867	1	
scf0513177	gene13614	AT1G35960.1_Symbols:__transposable_element_gene_chr1:13390829-	 13396127_REVERSE_LENGTH=5299	0.323943661971831	71	2	1500	1712	1	
scf0513177	gene13614	AT3G30570.1_Symbols:__transposable_element_gene_chr3:12160336-	 12164591_FORWARD_LENGTH=4256	0.26865671641791	67	2	570	770	1	
scf0513177	gene13614	AT2G12560.1_Symbols:__transposable_element_gene_chr2:5122720-	 5123487_FORWARD_LENGTH=768	0.298507462686567	67	1	310	510	1	
scf0513177	gene13614	AT4G06497.1_Symbols:__transposable_element_gene_chr4:3138929-	 3144238_REVERSE_LENGTH=5310	0.3125	80	1	1509	1748	1	
scf0513177	gene13614	AT3G32914.1_Symbols:__transposable_element_gene_chr3:13467652-	 13473530_REVERSE_LENGTH=5879	0.289473684210526	76	1	2096	2323	1	
scf0513177	gene13614	AT1G36250.1_Symbols:__transposable_element_gene_chr1:13617739-	 13623656_FORWARD_LENGTH=5918	0.278481012658228	79	1	1146	1382	1	
scf0513177	gene13614	AT5G53775.1_Symbols:__transposable_element_gene_chr5:21831518-	 21836800_REVERSE_LENGTH=5283	0.338028169014085	71	2	1494	1706	1	
scf0513177	gene13614	AT2G01550.1_Symbols:__transposable_element_gene_chr2:243918-	 249049_REVERSE_LENGTH=5132	0.285714285714286	56	2	2310	2477	1	
scf0513177	gene13614	AT5G35331.1_Symbols:__transposable_element_gene_chr5:13526418-	 13531682_REVERSE_LENGTH=5265	0.345454545454545	55	1	1492	1656	1	
scf0513177	gene13614	AT1G02500.2_Symbols:_SAM1,_SAM-1,_MAT1,	 _AtSAM1_S-adenosylmethionine_synthetase_1_chr1:518254- 520437_FORWARD_LENGTH=1530	0.793650793650794	63	1	871	1059	1	
scf0513177	gene13614	AT2G12340.1_Symbols:__transposable_element_gene_chr2:4967128-	 4972105_REVERSE_LENGTH=4978	0.279279279279279	111	1	1358	1690	1	
scf0513177	gene13614	AT3G28915.1_Symbols:__transposable_element_gene_chr3:10917551-	 10922630_REVERSE_LENGTH=5080	0.313432835820896	67	1	1505	1705	1	
scf0513177	gene13614	AT3G31395.1_Symbols:__transposable_element_gene_chr3:12762661-	 12766244_FORWARD_LENGTH=3584	0.305084745762712	59	1	878	1054	1	
scf0513177	gene13614	AT1G43760.1_Symbols:__DNAse_I-like_superfamily_protein_chr1:16528880-	 16531065_REVERSE_LENGTH=1881	0.384615384615385	52	2	1051	1206	1	
scf0513177	gene13614	AT3G29778.1_Symbols:__transposable_element_gene_chr3:11660602-	 11663681_FORWARD_LENGTH=3080	0.267857142857143	56	2	1214	1381	1	
scf0513177	gene13614	AT2G01840.1_Symbols:__transposable_element_gene_chr2:373125-	 378447_REVERSE_LENGTH=5323	0.309859154929577	71	1	1518	1730	1	
scf0513177	gene13614	AT5G35205.1_Symbols:__transposable_element_gene_chr5:13466904-	 13471592_REVERSE_LENGTH=4689	0.321428571428571	56	1	2337	2504	1	
scf0513177	gene13614	AT5G35118.1_Symbols:__transposable_element_gene_chr5:13384737-	 13385442_REVERSE_LENGTH=706	0.254545454545455	55	2	19	183	1	
scf0513177	gene13614	AT3G42115.1_Symbols:__transposable_element_gene_chr3:14290248-	 14294330_REVERSE_LENGTH=4083	0.391304347826087	69	1	309	515	1	
scf0513177	gene13614	AT3G28153.1_Symbols:__transposable_element_gene_chr3:10478206-	 10483699_REVERSE_LENGTH=5494	0.283582089552239	67	1	2021	2221	1	
scf0513177	gene13614	AT1G43270.1_Symbols:__transposable_element_gene_chr1:16319951-	 16324362_FORWARD_LENGTH=4412	0.296875	64	1	1977	2168	1	
scf0513177	gene13614	AT2G06290.1_Symbols:__transposable_element_gene_chr2:2475752-	 2484523_FORWARD_LENGTH=8772	0.298507462686567	67	1	2068	2268	1	
scf0513177	gene13614	AT2G04290.1_Symbols:__transposable_element_gene_chr2:1485408-	 1490783_REVERSE_LENGTH=5376	0.26984126984127	63	1	1633	1821	1	
scf0513177	gene13614	AT3G17390.1_Symbols:_MTO3,_SAMS3,	 _MAT4_S- adenosylmethionine_synthetase_family_protein_chr3:5952187 -5954084_REVERSE_LENGTH=1690	0.492063492063492	63	10	963	1151	1	
scf0513177	gene13614	AT3G42545.1_Symbols:__transposable_element_gene_chr3:14657060-	 14662717_FORWARD_LENGTH=5658	0.298507462686567	67	1	2033	2233	1	
scf0513177	gene13614	AT2G05980.1_Symbols:__transposable_element_gene_chr2:2313803-	 2317933_REVERSE_LENGTH=4131	0.290909090909091	55	1	1501	1665	1	
scf0513177	gene13614	AT2G16420.1_Symbols:__transposable_element_gene_chr2:7116052-	 7119987_FORWARD_LENGTH=3936	0.275862068965517	87	1	118	378	1	
scf0513177	gene13614	AT2G36880.2_Symbols:_MAT3_methionine_adenosyltransferase_3_chr2:15479	 376-15481377_REVERSE_LENGTH=1709	0.384615384615385	52	14	932	1087	1	
scf0513177	gene13614	AT1G43250.1_Symbols:__transposable_element_gene_chr1:16311524-	 16316838_FORWARD_LENGTH=5315	0.338461538461538	65	1	1443	1637	1	
scf0513177	gene13614	AT2G04180.1_Symbols:__transposable_element_gene_chr2:1422038-	 1425392_FORWARD_LENGTH=3355	0.323943661971831	71	1	296	508	1	
scf0513177	gene13614	AT5G40605.1_Symbols:__transposable_element_gene_chr5:16259229-	 16264465_FORWARD_LENGTH=5237	0.30188679245283	53	2	2531	2689	1	
scf0513177	gene13614	AT5G35076.1_Symbols:__transposable_element_gene_chr5:13348106-	 13353283_FORWARD_LENGTH=5178	0.352112676056338	71	2	1404	1616	1	
scf0513177	gene13614	AT3G43835.1_Symbols:__transposable_element_gene_chr3:15692317-	 15697566_FORWARD_LENGTH=5250	0.296875	64	2	1432	1623	1	
scf0513177	gene13614	AT2G10910.1_Symbols:__transposable_element_gene_chr2:4296275-	 4300873_FORWARD_LENGTH=4599	0.353658536585366	82	1	268	513	1	
scf0513177	gene13614	AT3G60965.1_Symbols:__transposable_element_gene_chr3:22541491-	 22551393_REVERSE_LENGTH=9903	0.269230769230769	52	1	6002	6157	1	
scf0513177	gene13614	AT2G12270.1_Symbols:__transposable_element_gene_chr2:4919062-	 4920410_REVERSE_LENGTH=1349	0.346666666666667	75	1	281	505	1	
scf0513177	gene13614	AT4G15590.1_Symbols:__transposable_element_gene_chr4:8900245-	 8907255_REVERSE_LENGTH=7011	0.294117647058824	85	1	1804	2058	1	
scf0513177	gene13614	AT2G31080.1_Symbols:__transposable_element_gene_chr2:13223059-	 13227048_REVERSE_LENGTH=3990	0.328358208955224	67	1	49	249	1	
scf0513177	gene13614	AT2G05110.1_Symbols:__transposable_element_gene_chr2:1828028-	 1833219_REVERSE_LENGTH=5192	0.377358490566038	53	3	1438	1596	-1	
